income,fixed_expenses,variable_expenses,total_expenses,savings_goal,lifestyle_score,savings
79411.28,19232.78,19503.35,38736.12,19570.96,9.25,27521.17
27286.1,7871.14,3636.19,11507.33,6945.62,4.49,14301.61
69624.26,19435.23,8785.71,28220.94,8319.52,5.53,44620.73
76318.91,23515.21,9202.34,32717.55,7635.18,3.96,51999.36
107683.25,34570.9,36013.15,70584.05,14330.75,6.97,19913.36
45729.53,17928.25,20684.96,38613.21,12657.86,9.96,6663.16
33041.18,7091.94,1797.62,8889.56,4371.96,1.23,16808.77
42614.3,9814.2,7505.88,17320.08,10865.16,9.1,21300.85
31585.79,10998.58,798.72,11797.3,9864.46,1.04,20165.0
98416.43,27613.98,22808.42,50422.4,16515.88,4.28,54020.15
103715.98,24024.56,7973.41,31997.97,5247.27,2.52,76794.01
73005.41,16466.89,31310.07,47776.96,7019.26,7.82,27947.53
95532.37,29483.39,7241.66,36725.05,14127.02,1.46,62196.56
68348.96,19089.48,10062.49,29151.97,7162.78,5.98,28759.11
62622.21,24723.38,12818.64,37542.02,8712.35,3.65,16117.66
56674.06,16594.32,5631.12,22225.44,11886.1,2.2,22678.95
57240.23,13507.7,20459.33,33967.02,3488.29,7.95,13056.82
26304.96,9367.77,4020.37,13388.14,2075.49,2.96,14996.35
71606.37,18825.48,7877.17,26702.65,22165.12,3.01,38583.48
63991.65,19314.8,10555.46,29870.26,12895.52,3.48,40929.47
83634.02,24942.09,24823.74,49765.83,27545.85,6.28,34524.03
67338.09,19097.67,23780.73,42878.4,3327.37,6.94,28638.35
60932.41,21350.13,2992.26,24342.39,2930.21,1.16,41121.54
43220.17,10665.4,3060.2,13725.61,12016.37,3.18,27389.04
66803.83,26172.1,10294.96,36467.06,12522.62,4.88,20795.76
83455.93,29625.5,18754.28,48379.77,27129.31,3.99,24799.03
36416.53,10813.5,9640.58,20454.08,10563.06,8.96,10643.86
67186.84,15559.12,21426.58,36985.69,13376.76,8.09,14105.67
70826.07,18239.58,16138.28,34377.86,13809.87,6.63,36333.39
47048.38,12655.68,4742.43,17398.12,13890.17,4.04,27965.47
50303.59,15613.1,10809.04,26422.14,14589.63,7.31,13754.38
70765.27,13787.39,18570.36,32357.75,9635.04,8.59,40425.35
36664.47,13728.26,8991.65,22719.91,9145.16,6.35,14497.19
73748.09,16304.85,32278.9,48583.75,18135.73,8.06,13275.08
42616.14,10855.55,13871.58,24727.13,13102.08,7.74,11123.12
91571.34,20633.89,26003.92,46637.81,28377.34,6.15,30015.34
123445.69,31404.59,17209.08,48613.66,16062.94,3.81,65113.31
43481.08,15860.77,18298.69,34159.46,13371.99,7.71,9363.87
78355.2,24830.27,10826.69,35656.96,25578.83,2.86,42424.3
46831.45,12269.62,9003.94,21273.57,3657.48,8.02,24719.8
91023.85,33397.2,29503.42,62900.62,20271.52,8.24,19515.1
33368.54,11719.77,15325.91,27045.69,6217.78,8.4,3815.26
77014.67,26586.36,20262.05,46848.41,13229.75,5.26,18279.88
43175.28,16327.64,6968.53,23296.17,11145.51,2.73,19408.07
59825.39,20037.74,3266.28,23304.02,5263.64,1.9,25504.13
39224.37,11691.74,17147.11,28838.85,11665.11,7.69,4365.02
85558.76,23625.32,24148.83,47774.16,5026.58,8.98,31120.68
44075.49,11001.99,6452.33,17454.32,10177.87,6.86,19015.35
78799.11,25446.53,7446.69,32893.22,9392.07,2.3,43445.47
56397.55,20425.76,12430.8,32856.56,14142.57,9.41,23480.29
62138.19,20181.54,29322.29,49503.83,12922.57,9.9,11719.45
68693.9,26561.32,18915.23,45476.54,23968.16,4.9,27558.14
45954.38,12285.84,16705.6,28991.44,14186.0,6.35,15876.01
70259.18,23982.91,25059.7,49042.61,10751.84,8.0,18166.7
103258.36,34418.11,32606.61,67024.73,21392.63,7.63,23185.27
45547.63,15508.44,26330.09,41838.53,6702.13,9.71,2631.05
94295.25,32103.18,8621.49,40724.67,25309.52,2.03,46129.24
102452.44,25096.04,36602.26,61698.3,18449.36,6.23,29532.63
44596.13,10213.4,18470.15,28683.54,3833.28,7.23,12606.17
28623.63,11236.46,8120.63,19357.09,7171.11,9.01,7341.33
72549.02,15443.52,13252.52,28696.04,3697.05,8.87,51364.57
51314.81,15047.3,18891.63,33938.93,7435.22,9.8,10005.67
111715.08,31847.2,33596.88,65444.08,36089.62,5.61,37444.8
65870.19,17925.86,29428.04,47353.89,5427.34,8.48,11887.63
44945.01,15950.95,9577.45,25528.4,9011.88,4.85,12053.87
36321.01,12374.24,4016.86,16391.1,10479.25,4.8,13719.75
92247.62,35359.55,7320.83,42680.38,29369.72,3.28,41151.2
50720.4,14013.41,24416.65,38430.06,11423.55,8.36,10824.76
66095.72,20983.95,24026.39,45010.35,6416.06,9.87,18721.45
88895.07,33698.74,13552.58,47251.32,29907.17,3.31,43483.63
52893.54,20899.05,3919.62,24818.67,14464.12,1.51,16937.46
63851.78,25931.0,29277.14,55208.15,10866.24,8.34,4947.97
64585.79,22138.5,18007.11,40145.61,8794.55,6.58,18224.93
82083.11,19079.35,30562.8,49642.14,5345.14,9.64,30042.23
79768.61,15973.63,12750.7,28724.34,8502.93,3.27,35200.85
59497.16,20706.29,3428.56,24134.85,16760.8,1.64,23133.56
66591.23,24234.62,16161.45,40396.07,5430.25,5.43,13461.02
55705.52,18387.67,1922.35,20310.02,5482.05,1.77,31370.8
28059.69,7064.42,5034.65,12099.07,2928.03,3.36,16610.15
71440.02,24164.05,8990.56,33154.6,11647.69,2.13,39119.09
112304.79,29111.56,19636.65,48748.21,11992.77,3.02,66080.15
42907.02,11395.58,2487.74,13883.31,13790.57,1.96,19064.1
45674.26,13378.47,17900.95,31279.41,5751.21,9.59,12863.49
43231.81,16308.35,5030.14,21338.48,13962.77,3.51,13558.36
83114.79,20507.48,13388.41,33895.89,28659.97,5.0,58113.58
76212.14,24440.76,26602.22,51042.98,20804.22,9.09,13008.53
61036.56,16875.51,21412.07,38287.59,3543.71,7.1,25001.84
42049.52,14361.53,5597.84,19959.36,5179.3,6.56,10753.19
67309.42,21512.18,17618.49,39130.67,8787.26,7.35,24935.44
25884.45,9087.16,9515.77,18602.94,5719.11,8.46,8257.02
68585.66,14403.79,17820.0,32223.79,7230.33,8.9,34564.39
86788.11,21773.01,13486.86,35259.86,6269.46,6.78,42298.91
33720.02,11521.39,12626.69,24148.08,3531.38,9.01,5686.83
26687.04,6969.45,6996.68,13966.14,4115.56,5.82,11608.35
104485.95,23730.18,16898.43,40628.61,6905.04,3.5,59448.83
49706.01,14742.35,15333.36,30075.71,5579.49,8.92,15995.44
93398.7,30686.92,16152.34,46839.26,9547.3,5.87,29612.13
61150.06,12309.51,16435.04,28744.55,17144.21,9.16,21054.58
60951.13,15218.62,1949.66,17168.28,6387.31,1.36,51110.03
75960.32,27648.19,9291.76,36939.96,21813.28,4.58,45795.09
42900.03,12639.87,21566.83,34206.7,8741.45,9.53,9923.55
68312.43,13842.7,4410.12,18252.82,19069.84,3.25,44523.31
55462.76,13126.97,11134.97,24261.94,10124.32,9.47,36937.01
31987.66,11455.56,7622.31,19077.87,10332.92,9.59,7774.1
73437.05,18086.4,24506.3,42592.7,9887.96,8.94,23371.21
58417.3,21102.85,12159.85,33262.7,15980.67,6.07,15318.35
61074.38,20029.63,11571.52,31601.15,6328.28,6.82,23990.33
34745.98,10230.34,7728.56,17958.9,10774.02,8.83,10502.73
104785.01,40137.46,48207.11,88344.57,6187.91,7.98,8334.51
86917.85,23556.48,32550.18,56106.67,16579.5,6.67,14917.39
89103.9,20734.7,44777.77,65512.48,15846.7,9.84,16790.64
57363.88,18797.87,11880.22,30678.09,13811.19,7.17,30584.55
21770.43,6068.57,6813.06,12881.63,4190.34,9.78,6255.0
113822.93,30482.06,8380.98,38863.04,25704.5,1.52,73272.42
63472.56,17146.21,4376.27,21522.48,19374.59,2.25,46303.07
46280.01,12455.23,9851.88,22307.11,4368.96,5.06,20834.36
75420.04,19208.25,15395.13,34603.38,9437.63,4.46,36247.72
94178.02,33094.95,31051.83,64146.78,27612.03,8.04,25338.31
64423.74,21664.9,5293.49,26958.39,7785.17,2.45,22414.65
96964.38,27714.7,32560.22,60274.92,31094.73,9.78,34637.82
92075.0,26887.47,17715.33,44602.81,19718.25,3.84,47568.13
38090.47,9800.62,8766.56,18567.19,2419.68,4.86,9882.8
48155.25,11954.8,8367.18,20321.98,2960.68,3.47,16114.17
88938.43,19256.77,19336.08,38592.86,24624.51,6.21,44584.27
15000.0,3039.11,1077.46,4116.57,4421.45,1.53,12905.53
61263.61,17083.47,8854.52,25937.99,7969.33,2.35,31692.95
29229.22,9139.1,10940.16,20079.26,3584.22,7.71,6433.64
53086.15,18437.75,5028.97,23466.72,17798.1,2.68,34393.48
57529.5,16282.7,9266.9,25549.61,13970.87,3.12,18272.47
56043.89,21871.38,20556.74,42428.12,5708.84,8.14,7346.63
51193.47,18557.35,4900.98,23458.33,9607.74,1.84,27055.37
37571.41,14310.1,9434.85,23744.95,12070.25,4.94,7627.42
122297.78,45172.99,7368.83,52541.81,28475.79,1.21,42372.1
111686.55,37206.71,21232.93,58439.64,19562.31,4.12,60248.92
35948.35,10816.17,6532.66,17348.83,3368.44,7.29,10825.1
104552.92,24468.03,7681.19,32149.22,27937.08,1.81,67505.49
55013.36,18528.62,10482.09,29010.71,7304.69,9.0,20032.41
68229.69,22231.34,23721.99,45953.33,14834.03,9.19,12106.18
63418.15,19346.09,5669.94,25016.03,14843.61,1.94,29512.97
48506.28,16759.72,17965.08,34724.8,10653.44,9.92,9908.12
89596.31,26242.28,7127.66,33369.94,11202.83,3.68,52400.37
68147.16,19963.56,4324.45,24288.01,18349.72,1.76,29053.87
53086.21,14508.47,1032.69,15541.16,11529.67,1.05,19925.78
32385.26,10439.48,8025.16,18464.64,5796.63,4.68,13082.25
42660.12,16105.94,14592.45,30698.39,2355.38,6.67,6609.21
23965.5,8161.68,4974.14,13135.82,3708.7,3.99,7541.74
65305.59,22336.96,11671.94,34008.9,10621.98,8.53,35581.28
35083.36,6994.68,5595.79,12590.47,9871.21,7.45,11478.08
58360.99,21211.31,13579.98,34791.29,12236.43,4.15,21237.77
99252.55,25436.3,18118.77,43555.07,32440.63,7.61,32986.81
94982.49,35236.08,42081.92,77318.0,26556.62,9.46,18047.11
64193.08,14947.12,6072.13,21019.25,13478.39,1.84,40402.59
62822.88,16948.33,9047.93,25996.26,6176.0,3.75,31050.41
111996.86,40010.49,23634.96,63645.44,12919.24,5.17,39635.65
78018.9,24863.1,12597.42,37460.51,7654.08,5.48,39203.55
56804.84,15904.24,19027.81,34932.06,10356.66,5.88,22437.3
29349.55,8957.5,3636.66,12594.16,7818.74,3.71,8066.38
74846.83,22768.96,14565.98,37334.94,20855.49,7.01,20103.52
85733.09,22750.48,23561.64,46312.11,6807.58,6.81,27031.23
49208.71,16351.49,7864.9,24216.39,9782.62,6.2,25717.22
72280.07,17046.8,6987.67,24034.47,13965.12,2.02,30768.54
55910.67,18925.32,11912.16,30837.47,10242.74,5.29,20313.34
60399.19,11837.14,6539.57,18376.71,8553.08,4.21,35877.91
15000.0,4600.11,1426.73,6026.83,2956.9,5.42,5595.73
59455.46,17032.16,13719.98,30752.14,12186.96,9.3,22762.01
89234.23,23090.74,11350.93,34441.68,20377.16,5.32,59003.49
49214.94,15029.09,1397.86,16426.95,8047.14,1.13,20776.11
66313.16,21939.41,17309.18,39248.59,22061.92,4.95,20321.2
46101.23,17957.59,8438.43,26396.02,6578.08,8.39,16564.9
74011.04,26765.44,14893.29,41658.73,23773.51,8.02,37237.68
59586.92,20201.34,10984.41,31185.76,17354.58,5.62,19992.49
41518.96,12630.63,5475.0,18105.62,7867.16,3.25,19246.16
98313.79,27764.6,25901.13,53665.73,19658.95,5.19,50763.18
88223.3,17649.74,30692.93,48342.66,27282.81,6.07,22554.04
49877.33,13427.13,18539.92,31967.05,10138.49,10.0,16844.57
77444.71,28252.94,12904.32,41157.27,19897.88,6.8,23006.5
78435.3,22111.25,16248.16,38359.42,22732.72,7.25,23899.08
81057.53,23458.89,13518.39,36977.28,26003.58,5.42,30302.5
22643.6,6860.24,4963.05,11823.3,2749.21,4.19,7497.53
90165.16,23085.43,35480.03,58565.46,30940.8,8.32,27951.46
50757.53,11370.59,8264.51,19635.11,17233.73,5.45,20243.26
56054.3,17584.83,29900.91,47485.74,7891.06,9.95,2334.35
130947.04,37929.94,36359.68,74289.62,30282.75,5.11,46074.42
72546.83,23609.56,6891.59,30501.15,4464.11,1.61,22423.02
55341.94,16604.89,12110.23,28715.13,5433.07,7.14,23117.08
15000.0,5406.71,538.89,5945.6,3529.75,1.42,9611.28
99744.1,35456.55,8445.05,43901.6,24009.71,3.25,65987.6
31369.76,10950.29,4804.97,15755.26,6635.82,4.18,7677.57
39914.03,11542.26,11695.97,23238.23,10358.85,7.66,13209.2
56716.19,16258.88,17362.04,33620.92,16456.98,5.45,15008.12
100410.29,38241.51,3713.07,41954.58,10256.61,1.26,40053.24
84331.0,17859.47,25177.27,43036.74,21244.03,6.55,34999.83
61054.06,13720.3,14695.7,28416.0,13122.63,4.7,19001.78
72707.3,20174.63,21407.54,41582.17,6035.88,9.3,14599.15
49990.36,16507.29,8863.95,25371.24,5937.67,5.5,15457.41
68491.34,13707.83,23864.21,37572.04,12329.69,7.38,22802.38
66833.42,23184.59,10048.07,33232.65,20747.5,2.97,17444.26
89219.25,26686.11,40679.9,67366.0,10290.92,7.85,22686.01
89179.45,26732.56,36576.45,63309.0,9597.77,7.49,22057.93
77349.43,21661.01,37101.56,58762.57,20517.57,9.14,9361.42
55941.31,16060.99,3602.22,19663.21,19407.11,1.3,25102.84
83545.56,20354.78,10177.03,30531.8,15735.99,5.03,51482.94
62700.79,14203.93,23612.52,37816.45,9690.59,7.11,13807.54
37952.14,9902.54,4568.67,14471.21,4478.97,1.86,17930.7
54917.81,19401.16,9322.79,28723.95,3594.52,4.7,16512.38
67113.17,21442.79,20800.18,42242.97,7276.7,9.48,18626.51
87755.39,25578.45,17636.68,43215.13,6945.78,4.92,52062.58
60411.8,18900.2,34762.67,53662.87,11700.28,9.87,4506.89
34770.03,10503.91,1057.28,11561.18,12196.14,1.51,21318.38
66418.54,17112.19,24450.67,41562.85,19169.44,7.46,18225.63
67836.4,14260.64,22459.39,36720.03,15836.69,6.23,22083.79
69645.94,25935.63,19659.57,45595.2,13876.6,5.5,22825.83
87996.79,28604.7,36582.02,65186.72,20584.34,9.74,19805.33
90473.08,30886.14,12014.36,42900.5,14941.45,2.17,46563.45
50144.73,14430.84,11617.58,26048.42,5061.65,9.06,11653.6
49596.41,16909.01,11110.73,28019.74,11018.69,7.22,20382.61
38995.03,12154.81,4019.69,16174.5,7961.99,3.33,21512.84
82470.39,16539.55,15437.39,31976.94,27630.97,9.12,26486.51
101220.5,38326.63,16957.92,55284.55,24712.12,4.86,30264.0
57122.95,15387.95,12411.04,27798.99,16405.45,8.33,26056.68
58964.24,14602.46,13234.41,27836.87,4810.93,4.5,24016.19
101669.56,21572.5,31948.4,53520.9,28427.51,8.66,42801.75
77638.95,27166.54,24814.81,51981.35,27050.16,6.73,24991.87
75905.89,25514.64,5674.23,31188.87,18532.62,2.27,38002.82
35227.09,11414.12,5950.25,17364.38,9795.1,6.85,14451.96
81968.2,30841.71,5556.52,36398.24,28300.13,2.72,31332.17
41771.59,11339.87,4991.02,16330.89,6737.15,4.71,23301.96
36649.5,10977.55,1903.4,12880.95,10750.18,2.53,26458.78
56330.71,17942.04,2011.46,19953.5,9539.28,1.2,24560.52
50355.18,19715.23,6247.95,25963.18,8914.45,2.91,27240.85
59460.01,15236.44,10755.39,25991.83,14706.5,5.83,27842.27
28975.46,10930.83,4941.4,15872.23,3553.85,5.33,8062.78
88970.41,19226.09,10795.62,30021.71,31242.81,5.51,66707.02
93192.16,32921.7,16772.49,49694.19,13617.27,3.23,42374.41
16316.44,5362.41,2923.59,8286.0,1176.17,7.17,8062.78
89461.45,32109.76,22465.26,54575.01,12941.42,7.34,33224.32
44736.78,9384.21,6318.41,15702.62,13597.71,4.22,17990.59
86424.39,19333.82,39427.57,58761.38,12317.85,8.93,23893.6
63288.84,13551.75,17263.55,30815.3,15107.98,6.8,31289.58
65719.39,21602.79,16969.37,38572.17,21594.86,7.42,18495.69
60372.56,20473.74,10216.54,30690.28,7702.76,3.5,29077.09
95303.23,37596.85,4312.2,41909.05,8268.57,1.01,48656.51
34010.3,9388.61,7088.71,16477.32,2594.83,8.79,7354.52
80196.01,16539.12,21904.1,38443.22,14724.81,8.4,47019.81
92533.25,22162.12,11966.16,34128.29,7657.75,2.11,53354.51
82908.5,16779.92,14874.02,31653.94,15629.63,4.37,46956.24
123117.47,44542.25,31828.91,76371.16,37821.0,6.95,27498.24
51776.33,19114.64,9339.97,28454.61,14530.72,6.87,24791.01
88932.62,34934.77,41651.98,76586.75,20129.81,8.74,9735.39
62347.73,17303.6,3179.22,20482.82,19019.13,2.26,24100.13
95835.15,19515.92,10866.64,30382.56,7662.48,4.87,64933.99
64807.78,15259.44,4217.95,19477.39,15206.91,1.88,38198.88
55303.11,17568.54,9416.8,26985.34,4883.08,4.51,20316.38
97651.81,37723.24,6515.71,44238.95,18867.4,1.14,61878.88
52710.95,10808.77,12477.92,23286.7,9943.67,9.08,30652.73
29681.86,6184.58,5957.15,12141.73,3821.21,5.74,9602.82
52078.83,17930.63,12645.55,30576.18,15375.55,8.65,20753.83
80475.82,27036.03,6084.22,33120.25,9593.77,1.54,30560.98
99800.97,25008.68,11115.99,36124.67,21406.1,3.05,32859.29
67778.23,25074.16,10425.2,35499.35,13193.92,3.33,20767.35
97954.93,22556.68,14827.24,37383.92,17712.38,4.48,31579.62
31045.63,12059.36,10927.15,22986.51,1918.4,8.23,7776.47
53918.41,12984.74,9493.85,22478.59,13788.55,4.48,32105.72
57785.62,12562.1,5737.74,18299.84,3149.94,2.84,24592.62
62136.01,16572.69,4721.88,21294.57,18430.21,1.58,28112.29
67102.36,14854.22,4242.68,19096.9,8605.58,1.72,28849.87
82272.77,25692.88,33757.3,59450.18,6902.96,7.84,18083.67
53879.83,18376.16,10510.13,28886.29,9465.81,5.0,21233.68
68475.72,19810.22,28858.29,48668.51,14635.13,7.54,9042.44
63871.93,21927.15,13639.38,35566.53,8927.04,7.14,20470.27
41852.75,11130.15,1527.7,12657.85,3365.08,2.22,16841.86
62158.33,12724.91,5024.23,17749.13,3207.28,2.29,39107.91
61408.51,24756.66,13087.84,37844.5,15940.69,7.8,17550.06
60872.99,22260.7,16441.41,38702.1,19444.05,7.49,17340.86
65793.99,14792.59,8275.44,23068.03,5397.47,4.4,43917.93
66891.84,19211.56,6666.56,25878.12,8197.48,1.7,34145.3
54192.62,18566.78,2596.42,21163.2,2916.35,1.11,28288.49
96817.87,22665.26,13863.48,36528.74,30145.76,3.59,57123.04
35762.98,11945.53,2280.58,14226.11,6440.23,1.08,16807.09
46975.75,13276.3,4096.97,17373.28,15612.84,3.07,34643.03
134499.09,31952.02,35070.55,67022.56,25533.92,4.78,47037.74
39050.22,9061.88,3517.77,12579.65,12048.68,2.09,30303.38
31156.13,10760.27,1472.3,12232.57,10410.79,1.94,20540.98
83361.92,22013.29,39932.43,61945.73,12689.24,9.07,23623.66
15000.0,3752.95,4059.71,7812.66,3799.28,6.27,5314.13
59118.15,19952.58,24737.93,44690.51,14465.34,9.41,8857.56
118645.62,40637.43,27126.31,67763.74,6208.26,4.11,55164.13
26376.6,6849.49,10419.02,17268.51,4917.5,7.09,9997.33
15450.89,5453.4,2757.77,8211.17,4694.68,2.84,8754.75
27520.47,9962.8,6964.38,16927.18,9319.79,6.57,9777.08
87458.99,23443.86,9217.37,32661.23,27910.33,2.17,57906.57
93119.42,26944.78,2891.19,29835.97,31938.84,1.02,34627.72
52185.28,18243.19,26072.5,44315.69,12805.96,9.38,7249.34
82080.31,19588.85,16545.21,36134.07,9692.58,5.99,30896.8
99756.38,28313.49,36332.62,64646.1,22127.91,9.34,18146.82
109683.66,36866.14,24374.18,61240.32,19308.27,4.0,46860.97
58841.62,17627.86,11966.99,29594.85,7630.19,3.95,30895.04
15000.0,4623.11,3769.57,8392.68,4193.21,4.61,6355.32
44478.03,13679.08,11245.59,24924.66,10405.18,7.35,15173.42
54329.9,13005.27,8399.61,21404.88,15927.32,6.09,19223.04
58526.53,16987.86,30540.93,47528.79,7720.3,9.33,10155.39
60303.51,18479.73,2677.16,21156.89,19639.6,1.23,21217.02
92972.36,33035.65,37851.33,70886.98,11088.25,7.37,22023.57
96860.71,32548.9,18736.94,51285.84,22283.11,3.97,53932.68
60708.16,17621.47,8873.53,26495.0,4109.77,2.62,40301.72
92462.12,36143.65,23300.57,59444.22,19760.3,5.59,25768.42
73941.53,15808.84,21314.91,37123.75,5509.52,5.55,20364.73
66612.65,15665.84,3661.03,19326.87,9598.0,2.23,29117.35
87663.6,23492.25,14848.64,38340.89,26886.25,2.82,42510.64
66806.3,15792.24,8430.78,24223.03,21357.66,4.67,45478.59
116445.28,37900.39,11385.7,49286.09,32492.18,4.68,35952.95
29039.72,5973.05,4593.11,10566.17,4630.0,3.86,10365.81
52120.73,11002.51,5357.39,16359.9,11665.44,2.34,33162.5
61837.03,15292.26,3324.95,18617.21,7081.24,1.04,25300.1
75986.32,24139.37,25009.99,49149.36,19555.73,9.73,28517.2
96699.01,36106.9,46275.93,82382.83,14754.0,9.49,11240.0
64390.04,23698.0,19261.38,42959.38,7075.51,5.35,16952.85
29444.26,6015.77,12625.61,18641.38,6442.95,9.96,4599.64
86062.85,26283.51,21095.68,47379.2,7023.03,7.06,22206.32
83873.97,17196.55,6263.02,23459.57,21507.28,1.62,66302.91
16453.53,3780.72,1745.15,5525.86,1790.75,2.06,12386.72
64904.9,22909.1,33318.19,56227.29,14139.19,9.24,2946.83
25246.45,7625.93,3495.65,11121.57,4611.05,6.67,17910.08
48383.72,10880.24,10160.03,21040.27,10643.97,8.59,21265.23
42429.78,11464.14,8296.03,19760.17,5421.22,9.08,19697.71
85231.62,19378.2,17702.54,37080.74,12109.07,5.03,48962.71
67920.75,20029.53,3164.4,23193.93,6313.16,1.44,54480.93
32860.22,10342.26,3260.96,13603.22,9232.67,2.69,23245.02
87001.65,23256.94,6359.35,29616.29,6150.18,1.6,51996.75
29154.85,11338.34,2517.9,13856.24,4783.48,2.7,9479.05
73252.84,22647.69,9514.81,32162.51,13728.71,4.69,44509.25
44649.73,16712.16,3239.92,19952.09,4836.49,2.06,27741.23
55858.07,19243.07,2709.87,21952.94,9230.2,2.5,33378.13
77606.77,25511.96,20279.89,45791.85,13676.98,5.01,36990.25
78036.23,23590.01,10895.74,34485.75,9329.3,4.06,37502.49
98424.23,20454.57,23489.34,43943.9,23515.08,5.21,34089.73
62943.66,20682.22,9989.6,30671.82,3778.58,4.86,21825.38
72661.27,20322.08,21911.39,42233.47,7673.44,6.8,23284.19
54056.57,11928.27,20769.08,32697.34,13085.28,9.43,16484.46
69549.75,19783.17,3745.84,23529.02,16638.55,1.97,51835.18
75987.15,25406.76,6764.27,32171.03,10091.64,1.89,49947.3
62542.25,24573.65,13409.18,37982.83,15609.98,8.68,17885.28
19906.24,5660.18,4584.84,10245.02,3767.05,5.56,11755.21
73286.77,22462.24,27881.19,50343.43,15430.47,7.9,25516.58
74114.04,27052.29,8773.81,35826.09,11381.86,2.94,30416.41
47995.66,13426.94,20581.07,34008.0,16642.11,8.46,14940.6
32890.32,7829.74,9722.55,17552.3,8834.86,9.31,7064.62
101896.98,26780.39,14953.09,41733.48,12635.14,6.72,51021.48
77286.14,28878.38,3612.48,32490.87,9140.8,1.95,44715.33
59272.97,13390.02,16147.45,29537.47,17022.47,9.06,21894.75
36574.18,10324.62,10425.55,20750.18,6216.32,8.13,6717.63
44454.63,12998.33,13827.13,26825.46,3407.31,7.76,8195.78
97564.76,35758.08,6638.98,42397.06,6029.01,1.33,62295.16
68441.55,26274.26,30103.43,56377.7,11899.52,8.19,9146.04
51235.32,14604.83,5326.9,19931.73,8875.81,2.24,20879.58
77742.23,30540.36,8756.14,39296.5,20221.81,3.0,44768.02
44640.05,10289.26,9179.9,19469.16,9781.77,6.19,29339.41
102521.08,24115.61,12800.75,36916.37,28888.25,3.38,47774.35
98820.01,38758.69,21669.65,60428.34,14570.59,6.95,34502.29
53335.65,15664.78,15483.67,31148.45,12587.96,6.47,17122.57
49283.24,11249.51,4977.76,16227.28,15400.69,1.97,33667.61
15000.0,4238.84,4642.82,8881.66,1252.28,6.9,5878.8
27960.48,9303.47,5923.95,15227.42,7356.42,9.32,6405.05
31513.26,11257.37,4439.12,15696.49,7897.15,2.45,13443.41
68379.76,26248.27,14186.78,40435.05,19566.61,6.37,29189.8
56844.16,17828.49,13868.13,31696.62,7524.05,4.08,24710.18
31366.61,11328.73,8242.48,19571.21,5329.84,5.14,7251.27
57970.9,18465.43,7728.12,26193.56,7077.62,3.58,25293.67
77633.43,24487.01,7115.83,31602.83,10819.7,4.19,38022.77
78195.98,27024.02,5426.09,32450.11,26547.55,1.26,47723.18
17508.24,5606.12,7693.74,13299.86,2998.82,9.83,3324.98
61793.41,13598.71,12750.14,26348.85,18573.82,6.62,26370.28
30416.48,8148.43,6376.59,14525.03,8622.33,5.51,11738.88
87543.22,28849.01,17858.16,46707.17,16226.26,4.45,48982.72
84603.66,20325.44,14149.04,34474.47,29496.17,5.85,27441.41
42549.32,9179.51,4997.75,14177.26,13270.22,4.42,21940.16
45848.87,10658.46,5884.7,16543.16,8812.2,4.24,18905.69
53468.32,10753.38,5952.24,16705.62,7845.09,5.18,28461.41
15000.0,5772.73,1662.3,7435.03,1460.47,3.48,5951.74
73399.2,18263.51,5314.51,23578.02,14128.34,2.62,32241.5
58178.89,13311.44,9374.04,22685.47,9419.58,6.01,29567.01
89254.38,30423.19,23166.13,53589.32,23534.93,8.58,38034.77
37539.77,12989.87,4802.27,17792.14,2144.9,2.38,19102.43
49521.93,9898.04,2981.41,12879.46,14644.34,1.29,36948.88
27336.87,6923.99,3189.73,10113.72,4249.23,3.22,19355.34
39892.74,15126.55,16773.61,31900.16,7657.19,9.82,5102.49
35450.45,9640.31,6211.26,15851.56,3524.62,8.46,23451.54
89899.34,35051.5,31579.27,66630.78,29693.66,6.36,18031.6
47543.45,12152.41,18559.96,30712.37,7894.17,9.36,9295.04
68104.39,17114.61,12925.89,30040.49,20688.01,5.01,41972.74
55480.91,13663.8,31139.17,44802.98,6686.37,9.85,7013.15
33263.37,6741.75,5958.82,12700.56,2879.19,3.67,15763.86
60792.49,22818.99,6446.5,29265.49,14489.83,3.16,22244.46
79977.58,31678.63,31155.64,62834.27,27654.37,6.74,19069.63
34806.02,14274.94,7572.03,21846.97,8457.32,4.4,11812.61
85227.82,31332.1,33028.57,64360.67,19766.33,6.64,19839.56
43756.98,15296.56,3754.53,19051.09,7977.65,3.74,20601.87
52925.4,17803.01,20457.31,38260.32,7456.46,6.56,10556.72
78267.08,28208.68,11367.02,39575.7,14197.99,3.48,29050.74
48414.1,11057.51,3211.45,14268.96,4492.93,1.46,21785.07
65939.37,18313.02,17247.04,35560.06,8355.81,9.21,20678.89
57132.73,19235.52,13196.8,32432.32,11053.87,8.95,27250.17
68234.2,25297.76,15670.38,40968.15,6398.84,9.74,24089.14
15000.0,5229.7,3854.71,9084.41,4008.66,7.45,3083.85
19257.95,7424.12,3866.87,11290.99,986.59,7.14,7361.5
80399.18,24096.76,11721.72,35818.48,11853.13,6.03,44551.48
90929.54,30864.59,11182.78,42047.37,18495.05,2.13,49594.21
42237.83,16165.48,5743.02,21908.49,13891.04,2.7,18639.76
58899.29,13095.56,8275.21,21370.76,13130.82,3.61,22100.96
72367.98,28284.96,31918.98,60203.94,9668.44,9.01,6109.33
